Loss nan, Prob 9.149337e-05 
Loss 6.7907, Prob 0.002190005 
Loss 15.0111, Prob 0.002615252 
Loss 9.9501, Prob 0.001053541 
Loss 11.3440, Prob 0.0011778495 
Loss 9.5225, Prob 0.0019419391 
Loss 13.0366, Prob 0.0023244352 
Loss 13.7184, Prob 0.0015601056 
Loss nan, Prob 0.0009871752 
Loss 11.4157, Prob 0.0011806078 
Loss 13.5149, Prob 0.0010721287 
Loss 11.7783, Prob 0.004055395 
Loss nan, Prob 0.0010386477 
Loss nan, Prob 0.0010434777 
Loss 10.6946, Prob 0.0016046779 
Loss 13.5277, Prob 0.0018053676 
Loss nan, Prob 0.0010705972 
Loss nan, Prob 0.001051498 
Loss nan, Prob 0.00020209023 
Loss 18.5399, Prob 0.003136659 
Loss 12.0894, Prob 0.00085382257 
Loss 9.5687, Prob 0.0021892015 
Loss nan, Prob 0.00013662118 
Loss 10.8776, Prob 0.0021317722 
Loss nan, Prob 0.0001248654 
Loss 12.1078, Prob 0.0018023208 
Loss 11.5228, Prob 0.0025662503 
Loss 16.4014, Prob 0.001066227 
Loss 14.2112, Prob 0.0036388708 
Loss 17.7417, Prob 0.0010726592 
Loss 15.8579, Prob 0.0011371393 
Loss 14.6188, Prob 0.0009881221 
Loss 11.9303, Prob 0.0018433752 
Loss nan, Prob 0.00018409226 
Loss 12.9945, Prob 0.0028920025 
Loss 17.2974, Prob 0.0019660522 
Loss nan, Prob 0.001103227 
Loss 13.7491, Prob 0.0044719726 
Loss 7.9901, Prob 0.0011462559 
Loss nan, Prob 2.0124437e-05 
Loss nan, Prob 0.0011058393 
Loss nan, Prob 0.0001360312 
Loss 13.6414, Prob 0.0010773981 
Loss nan, Prob 8.665741e-05 
Loss 11.6398, Prob 0.0021036204 
Loss 11.9773, Prob 0.0030593972 
Loss 9.9827, Prob 0.0009311703 
Loss 15.9463, Prob 0.0011928506 
Loss 12.9523, Prob 0.0017362952 
Loss 13.5240, Prob 0.0021326651 
Loss 12.2128, Prob 0.0018424562 
Loss 9.9973, Prob 0.0010847006 
Loss 13.7703, Prob 0.00411865 
Loss 13.8896, Prob 0.0039617154 
Loss nan, Prob 5.4829776e-05 
Loss 8.0961, Prob 0.0010690221 
Loss 11.9876, Prob 0.0024399776 
Loss 12.2564, Prob 0.0011357388 
Loss nan, Prob 0.00083423255 
Loss 12.6839, Prob 0.0009383093 
Loss 18.5788, Prob 0.001100613 
Loss nan, Prob 0.0010000794 
Loss 8.8778, Prob 0.0010915597 
Loss 9.9840, Prob 0.0029981018 
Loss 12.6348, Prob 0.001630305 
Loss nan, Prob 0.00081895204 
Loss 10.3980, Prob 0.0037111712 
Loss 13.4887, Prob 0.0032862013 
Loss 10.7726, Prob 0.0010613577 
Loss 11.2783, Prob 0.0030245332 
Loss 14.8784, Prob 0.0015931536 
Loss 11.5086, Prob 0.0011958836 
Loss 8.3422, Prob 0.0010558971 
Loss 9.8672, Prob 0.0029190406 
Loss nan, Prob 0.0010672009 
Loss 9.9214, Prob 0.0032805218 
Loss nan, Prob 0.00016591945 
Loss 7.7869, Prob 0.00165262 
Loss 15.1846, Prob 0.0019436262 
Loss 8.5953, Prob 0.0007858924 
Loss nan, Prob 7.736019e-05 
Loss nan, Prob 8.174249e-05 
Loss nan, Prob 6.210503e-05 
Loss 10.2147, Prob 0.0010773685 
Loss 15.7336, Prob 0.0018783356 
Loss nan, Prob 0.0010656626 
Loss 8.4370, Prob 0.00086084136 
Loss 14.8222, Prob 0.0028208948 
Loss nan, Prob 6.6826266e-05 
Loss 14.5549, Prob 0.0042998763 
Loss 12.1131, Prob 0.0011612509 
Loss 7.8395, Prob 0.0033168667 
Loss 13.6997, Prob 0.0017833384 
Loss 17.3429, Prob 0.001115423 
Loss 14.1830, Prob 0.0018527141 
Loss 14.0624, Prob 0.0008928201 
Loss 9.7102, Prob 0.0020080972 
Loss 15.6038, Prob 0.0032198543 
Loss 10.1480, Prob 0.0011878914 
Loss nan, Prob 0.00011071462 
Loss 14.2811, Prob 0.001148625 
Loss 14.1855, Prob 0.0008722351 
Loss nan, Prob 0.00013508185 
Loss 7.9626, Prob 0.0019094909 
Loss 16.3614, Prob 0.00092223845 
Loss 11.0830, Prob 0.0011507875 
Loss nan, Prob 0.0009931265 
Loss nan, Prob 0.000111367364 
Loss 15.2434, Prob 0.002973795 
Loss 7.4735, Prob 0.0011732636 
Loss 21.2029, Prob 0.0033357653 
Loss 18.2719, Prob 0.0019791424 
Loss nan, Prob 0.0011161233 
Loss 11.7659, Prob 0.00087027886 
Loss 14.5299, Prob 0.00075032597 
Loss nan, Prob 0.001071602 
Loss 13.4040, Prob 0.0018870716 
Loss 15.7430, Prob 0.0021240772 
Loss 8.7130, Prob 0.00093897484 
Loss 15.0643, Prob 0.0021732945 
Loss 13.9332, Prob 0.0010903503 
Loss 15.7334, Prob 0.0031601293 
Loss 14.9016, Prob 0.0011519827 
Loss nan, Prob 8.76573e-05 
Loss 10.9525, Prob 0.0011451633 
Loss 14.7508, Prob 0.0021381404 
Loss nan, Prob 8.8411536e-05 
Loss 12.2834, Prob 0.0020820037 
Loss nan, Prob 7.298342e-06 
Loss 15.1767, Prob 0.0010473141 
Loss 15.4484, Prob 0.0021258008 
Loss nan, Prob 0.00017629698 
Loss 7.9741, Prob 0.0019682925 
Loss nan, Prob 4.0950174e-05 
Loss 12.0130, Prob 0.00086856063 
Loss 14.2274, Prob 0.0026967325 
Loss 12.3632, Prob 0.00067357474 
Loss 13.4655, Prob 0.00077940634 
Loss nan, Prob 1.8423592e-05 
Loss 12.0987, Prob 0.00251039 
Loss 9.1238, Prob 0.0011130131 
Loss nan, Prob 7.0611654e-06 
Loss 14.2357, Prob 0.0011509884 
Loss 11.2166, Prob 0.0011557059 
Loss 16.4159, Prob 0.0021306474 
Loss 10.4646, Prob 0.0011928219 
Loss nan, Prob 0.0010031408 
Loss 13.4528, Prob 0.0049192756 
Loss 7.1215, Prob 0.0021261494 
Loss 10.3657, Prob 0.00069084874 
Loss 5.7438, Prob 0.001986444 
Loss 16.8434, Prob 0.0009039252 
Loss 13.2424, Prob 0.0028806115 
Loss 9.0277, Prob 0.006248217 
Loss 13.5153, Prob 0.0018812029 
Loss 13.5428, Prob 0.0008531163 
Loss 13.1592, Prob 0.0008754925 
Loss 12.9256, Prob 0.0022271138 
Loss 14.8987, Prob 0.00091411883 
Loss nan, Prob 3.35286e-05 
Loss 13.6015, Prob 0.0011236699 
Loss 15.6694, Prob 0.002101469 
Loss 16.3894, Prob 0.0011198042 
Loss 12.7386, Prob 0.0018131542 
Loss 14.9484, Prob 0.00074199436 
Loss 16.0720, Prob 0.0029987071 
Loss 20.0096, Prob 0.0011627743 
Loss 10.7838, Prob 0.0016567293 
Loss 7.8000, Prob 0.0046994705 
Loss nan, Prob 8.181143e-05 
Loss nan, Prob 0.0011088327 
Loss nan, Prob 0.00016150648 
Loss 12.9913, Prob 0.0019136401 
Loss nan, Prob 0.00084449427 
Loss 10.3448, Prob 0.0012085291 
Loss 15.9458, Prob 0.0019371577 
Loss 13.6829, Prob 0.0018887145 
Loss nan, Prob 8.901014e-05 
Loss 12.7760, Prob 0.0041569974 
Loss 13.3330, Prob 0.0035404852 
Loss 11.7872, Prob 0.00088365434 
Loss nan, Prob 6.139972e-05 
Loss nan, Prob 9.7585435e-05 
Loss nan, Prob 2.6278785e-05 
Loss 13.0619, Prob 0.0047366093 
Loss 8.6002, Prob 0.0028598274 
Loss 12.2321, Prob 0.0023792554 
Loss 14.3929, Prob 0.0019567248 
Loss nan, Prob 9.931268e-05 
Loss nan, Prob 0.00014930812 
Loss nan, Prob 0.0008514451 
Loss 15.0577, Prob 0.0009895024 
Loss 12.2466, Prob 0.0012195257 
Loss 14.8193, Prob 0.0011381125 
Loss 15.3186, Prob 0.0019245897 
Loss 8.1480, Prob 0.0021149945 
Loss 11.5285, Prob 0.00207048 
Loss nan, Prob 9.241728e-05 
Loss 13.5116, Prob 0.0010664116 
Loss nan, Prob 7.4134027e-06 
Loss 16.8207, Prob 0.001094684 
Loss nan, Prob 0.000121962476 
Loss 10.1000, Prob 0.0020802817 
Loss 8.7154, Prob 0.0008599076 
Loss 8.5341, Prob 0.0020800852 
Loss 10.3087, Prob 0.00075604016 
Loss nan, Prob 0.0011122464 
Loss nan, Prob 0.0010846197 
Loss nan, Prob 0.00017034952 
Loss nan, Prob 7.2153234e-05 
Loss 10.1733, Prob 0.0009151442 
Loss 10.4771, Prob 0.00089785777 
Loss 15.5523, Prob 0.002096678 
Loss 10.6212, Prob 0.002366342 
Loss nan, Prob 0.0003204192 
Loss nan, Prob 0.0008227953 
Loss 13.8009, Prob 0.003456661 
Loss 16.7928, Prob 0.0021426238 
Loss nan, Prob 0.00011276394 
Loss nan, Prob 5.244149e-05 
Loss 11.3581, Prob 0.0029806471 
Loss nan, Prob 0.0010757588 
Loss 12.5637, Prob 0.0011127922 
Loss nan, Prob 1.0639997e-05 
Loss nan, Prob 0.001010727 
Loss nan, Prob 0.0007514341 
Loss 15.8949, Prob 0.0020463017 
Loss nan, Prob 0.0010646664 
Loss nan, Prob 0.0010721269 
Loss 11.8903, Prob 0.0018250602 
Loss 10.6681, Prob 0.0026299127 
Loss nan, Prob 4.329679e-05 
Loss 11.2955, Prob 0.0027271966 
Loss nan, Prob 5.2550433e-05 
Loss 8.7610, Prob 0.002156645 
Loss 10.6572, Prob 0.0034420462 
Loss 10.7834, Prob 0.001828508 
Loss 15.0136, Prob 0.001158358 
Loss 14.1660, Prob 0.0014826967 
Loss 13.5761, Prob 0.0041296845 
Loss 12.5548, Prob 0.0018887906 
Loss 13.7298, Prob 0.0019079885 
Loss nan, Prob 0.0009135902 
Loss 13.3747, Prob 0.0023829946 
Loss nan, Prob 1.6538133e-05 
Loss nan, Prob 0.0008350659 
Loss 12.9821, Prob 0.0009055889 
Loss 11.4015, Prob 0.0019909479 
Loss 13.6060, Prob 0.0022494944 
Loss nan, Prob 0.0010973016 
Loss 14.7496, Prob 0.0018132358 
Loss 11.9391, Prob 0.0021253324 
Loss 16.0677, Prob 0.001146722 
Loss 12.7533, Prob 0.00086137565 
Loss 5.7754, Prob 0.0010872652 
Loss 11.8215, Prob 0.002415516 
Loss 12.8775, Prob 0.0008894635 
Loss 13.9609, Prob 0.0010370373 
Loss nan, Prob 8.573633e-05 
Loss 11.0493, Prob 0.0016804353 
Loss 13.5544, Prob 0.002115857 
Loss 9.3034, Prob 0.0023780465 
Loss 13.7821, Prob 0.0018807309 
Loss 10.6464, Prob 0.0014278847 
Loss nan, Prob 7.6128235e-05 
Loss nan, Prob 0.0010464841 
Loss nan, Prob 8.823469e-05 
Loss nan, Prob 0.0011121521 
Loss 15.6518, Prob 0.00083414 
Loss 11.3131, Prob 0.002137894 
Loss 9.2750, Prob 0.00090186344 
Loss nan, Prob 0.0010772122 
Loss nan, Prob 8.239733e-05 
Loss 11.2327, Prob 0.002141344 
Loss 15.7040, Prob 0.0011479551 
Loss 16.6160, Prob 0.0026139722 
Loss 8.7122, Prob 0.002884297 
Loss nan, Prob 0.001074173 
Loss nan, Prob 6.527108e-05 
Loss nan, Prob 0.0007498213 
Loss 11.9474, Prob 0.0018405309 
Loss 11.7160, Prob 0.0025639404 
Loss 9.8525, Prob 0.0018237463 
Loss 7.2773, Prob 0.0010364685 
Loss 12.1536, Prob 0.0016376935 
Loss 7.6552, Prob 0.0026734548 
Loss 13.5333, Prob 0.0016375568 
Loss 15.4999, Prob 0.002754896 
Loss nan, Prob 0.0010754226 
Loss nan, Prob 0.00094287214 
Loss 11.7670, Prob 0.003937036 
Loss nan, Prob 0.001091395 
Loss nan, Prob 0.0008755116 
Loss 13.6263, Prob 0.001932495 
Loss 8.3954, Prob 0.0021743232 
Loss 12.9310, Prob 0.0010808131 
Loss 17.3532, Prob 0.004092822 
Loss 10.8036, Prob 0.0024840068 
Loss nan, Prob 0.00019672248 
Loss nan, Prob 4.424063e-05 
Loss 11.6399, Prob 0.0027708393 
Loss 14.2331, Prob 0.0019086348 
Loss 9.2551, Prob 0.0018158237 
Loss 9.0633, Prob 0.00474179 
Loss nan, Prob 0.00010934724 
Loss nan, Prob 0.0010299204 
Loss nan, Prob 9.0761125e-05 
Loss 11.7393, Prob 0.0019023509 
Loss 10.4784, Prob 0.000934079 
Loss 15.1959, Prob 0.001908547 
Loss 16.0660, Prob 0.0011275618 
Loss 10.4501, Prob 0.0009404306 
Loss 11.8853, Prob 0.0026687998 
Loss 12.2494, Prob 0.0011319333 
Loss 11.8978, Prob 0.0038376641 
Loss nan, Prob 6.646721e-05 
Loss 16.7378, Prob 0.0018136736 
Loss 9.4776, Prob 0.0018730568 
Loss 15.1518, Prob 0.0011166302 
Loss 11.0606, Prob 0.0019052331 
Loss nan, Prob 5.0484945e-05 
Loss nan, Prob 0.0007377186 
Loss 13.0675, Prob 0.0011007278 
Loss 11.8225, Prob 0.000999069 
Loss nan, Prob 0.0010608713 
Loss 14.8575, Prob 0.0009169482 
Loss 11.5489, Prob 0.00211028 
Loss nan, Prob 0.0008650975 
Loss nan, Prob 8.123065e-05 
Loss 16.0920, Prob 0.0022337171 
Loss nan, Prob 8.243117e-05 
Loss 10.4079, Prob 0.0018934116 
Loss nan, Prob 0.0001049155 
Loss 12.5231, Prob 0.002051244 
Loss 5.4517, Prob 0.0012827055 
Loss 10.7202, Prob 0.0024873368 
Loss 11.9167, Prob 0.001949647 
Loss 15.6653, Prob 0.0018747835 
Loss 9.4006, Prob 0.0010804635 
Loss nan, Prob 0.0001223134 
Loss 15.6423, Prob 0.0011830106 
Loss nan, Prob 0.00018358047 
Loss 14.3848, Prob 0.0013865182 
Loss nan, Prob 8.893017e-05 
Loss 10.3643, Prob 0.001885454 
Loss 9.1521, Prob 0.0019252367 
Loss 16.4117, Prob 0.0020867146 
Loss 11.8486, Prob 0.0018603553 
Loss 17.3535, Prob 0.0028735066 
Loss nan, Prob 0.0010576863 
Loss 14.0047, Prob 0.002132349 
Loss nan, Prob 0.0010215131 
Loss nan, Prob 7.699603e-05 
Loss 11.5849, Prob 0.0008895451 
Loss nan, Prob 0.00092435617 
Loss 9.0719, Prob 0.00235546 
Loss 13.3774, Prob 0.0032850003 
Loss 12.7612, Prob 0.0010431039 
Loss 14.7490, Prob 0.0011264056 
Loss nan, Prob 0.0010478225 
Loss 15.5373, Prob 0.0020976635 
Loss 6.9083, Prob 0.0020055845 
Loss 11.6132, Prob 0.0018343993 
Loss nan, Prob 6.8192065e-05 
Loss nan, Prob 0.00021317278 
Loss 8.9185, Prob 0.0011477827 
Loss nan, Prob 0.0008551616 
Loss nan, Prob 0.00022366161 
Loss 10.7372, Prob 0.0009198673 
Loss nan, Prob 0.00019540016 
Loss nan, Prob 0.00086947414 
Loss 11.4877, Prob 0.0016660016 
Loss 7.7300, Prob 0.0020144214 
Loss 12.7310, Prob 0.002990586 
Loss 3.8732, Prob 0.002515118 
Loss 13.2897, Prob 0.0017041111 
Loss 15.1117, Prob 0.00211366 
Loss 13.1886, Prob 0.0019158991 
Loss 10.1679, Prob 0.0020757113 
Loss 14.4417, Prob 0.0014149236 
Loss 12.4879, Prob 0.003082964 
Loss 13.9424, Prob 0.0020310362 
Loss 13.3133, Prob 0.0023590703 
Loss nan, Prob 0.0001105501 
Loss nan, Prob 0.0010729206 
Loss nan, Prob 2.2316297e-05 
Loss 13.5722, Prob 0.0008974285 
Loss nan, Prob 8.292015e-05 
Loss 13.3714, Prob 0.0015325092 
Loss 14.1850, Prob 0.0010914758 
Loss 12.5446, Prob 0.0023221252 
Loss 13.4272, Prob 0.001197324 
Loss 11.8518, Prob 0.0016834056 
Loss nan, Prob 0.0003742276 
Loss 12.3527, Prob 0.0013359187 
Loss 12.4639, Prob 0.002758498 
Loss 10.6128, Prob 0.0008741549 
Loss 9.7301, Prob 0.001656684 
Loss nan, Prob 7.025793e-05 
Loss nan, Prob 0.0010657136 
Loss nan, Prob 0.0010571394 
Loss nan, Prob 0.00026298844 
Loss 11.0759, Prob 0.0020291144 
Loss nan, Prob 0.00070720067 
Loss nan, Prob 0.0009745936 
Loss nan, Prob 8.49175e-05 
Loss nan, Prob 0.0010059017 
Loss 14.6178, Prob 0.00085315766 
Loss 13.3179, Prob 0.0009892338 
Loss 12.5493, Prob 0.0018858992 
Loss 6.7756, Prob 0.0018598038 
Loss 14.1420, Prob 0.00095933635 
Loss 10.6064, Prob 0.0019117927 
Loss nan, Prob 0.00037076438 
Loss 9.4839, Prob 0.0017371378 
Loss 13.0592, Prob 0.0020905908 
Loss nan, Prob 0.00016066854 
Loss 10.9169, Prob 0.0015034109 
Loss nan, Prob 0.0010845327 
Loss 13.5464, Prob 0.0027508235 
Loss 13.8986, Prob 0.0018687684 
Loss nan, Prob 0.0008713249 
Loss 14.7013, Prob 0.0016040426 
Loss nan, Prob 0.00016348151 
Loss 10.3931, Prob 0.0018395307 
Loss 11.6663, Prob 0.0011799862 
Loss 14.6489, Prob 0.00096302555 
Loss nan, Prob 0.0001597442 
Loss nan, Prob 3.5506426e-05 
Loss nan, Prob 0.0010726866 
Loss 10.9860, Prob 0.0008232525 
Loss 15.0241, Prob 0.0011406068 
Loss 11.6016, Prob 0.0011377191 
Loss 14.6857, Prob 0.0009163807 
Loss 14.3271, Prob 0.0011286965 
Loss 9.7343, Prob 0.0020893058 
Loss 18.8562, Prob 0.0019135369 
Loss nan, Prob 0.00014465772 
Loss 13.5143, Prob 0.0009381696 
Loss 11.4823, Prob 0.0011490606 
Loss 14.3450, Prob 0.0021314695 
Loss 11.0183, Prob 0.0029007825 
Loss 13.1732, Prob 0.0011581812 
Loss 12.8391, Prob 0.001353417 
Loss 13.2650, Prob 0.00079252716 
Loss 14.9940, Prob 0.0018239132 
Loss nan, Prob 0.00087047496 
Loss 12.3299, Prob 0.0020369499 
Loss nan, Prob 0.00021699071 
Loss nan, Prob 0.00014142072 
Loss 14.8776, Prob 0.0011342702 
Loss nan, Prob 0.0008495073 
Loss 14.1707, Prob 0.0018731784 
Loss 14.0544, Prob 0.001680705 
Loss 16.4585, Prob 0.0011027643 
Loss 12.7237, Prob 0.0018130154 
Loss nan, Prob 0.0002145899 
Loss nan, Prob 0.0002352476 
Loss nan, Prob 7.209198e-05 
Loss 12.0586, Prob 0.0021289242 
Loss nan, Prob 7.4994125e-05 
Loss 16.4148, Prob 0.0009436017 
Loss 16.7418, Prob 0.0013765716 
Loss 5.8255, Prob 0.0008097267 
Loss 9.0726, Prob 0.0011106855 
Loss 9.4333, Prob 0.0018885615 
Loss 13.4045, Prob 0.002136507 
Loss 10.9790, Prob 0.0011304627 
Loss nan, Prob 0.0008698713 
Loss nan, Prob 0.0010719938 
Loss nan, Prob 8.3865234e-05 
Loss nan, Prob 9.4624265e-05 
Loss 9.3418, Prob 0.0035178084 
Loss nan, Prob 0.00022400668 
Loss 11.4876, Prob 0.0020530582 
Loss 12.1202, Prob 0.0014604522 
Loss 18.8559, Prob 0.0011034141 
Loss 8.1971, Prob 0.0018398211 
Loss nan, Prob 0.0008085627 
Loss nan, Prob 1.6937029e-06 
Loss 15.0379, Prob 0.0011628249 
Loss 10.2058, Prob 0.0012725445 
Loss nan, Prob 4.052568e-05 
Loss 13.9310, Prob 0.0019806488 
Loss 12.1490, Prob 0.0009813063 
Loss nan, Prob 0.00085321564 
Loss 9.7380, Prob 0.00084891845 
Loss 11.9700, Prob 0.0019819827 
Loss 15.8106, Prob 0.0009085973 
Loss 9.6320, Prob 0.001897383 
Loss 5.7025, Prob 0.0011977932 
Loss 18.9994, Prob 0.0023567292 
Loss nan, Prob 0.00019869808 
Loss 12.8807, Prob 0.0015422967 
Loss 11.8892, Prob 0.00113455 
Loss 11.0915, Prob 0.0032006532 
Loss 10.7188, Prob 0.000981027 
Loss 13.6258, Prob 0.0010401065 
Loss 17.1286, Prob 0.0020341147 
Loss 12.0678, Prob 0.0011307297 
Loss nan, Prob 0.00020336416 
Loss 11.7634, Prob 0.0012930523 
Loss nan, Prob 0.00085368485 
Loss nan, Prob 0.00082689576 
Loss 14.7388, Prob 0.0012062604 
Loss 7.1574, Prob 0.0019784262 
Loss nan, Prob 0.000114774375 
Loss 8.7476, Prob 0.002007663 
Loss 12.3652, Prob 0.0011384601 
Loss nan, Prob 0.00040108763 
Loss 6.4141, Prob 0.001204205 
Loss 11.4737, Prob 0.0023606725 
Loss 12.9333, Prob 0.0012405511 
Loss 14.4204, Prob 0.0012165975 
Loss 12.6093, Prob 0.0011276677 
Loss 11.6827, Prob 0.0012559892 
Loss 11.8340, Prob 0.0010305812 
Loss 13.6966, Prob 0.0009657346 
Loss 9.5734, Prob 0.0011955886 
Loss 17.7008, Prob 0.0018746522 
Loss 15.0128, Prob 0.0018054484 
Loss 13.7808, Prob 0.0011675293 
Loss 13.2370, Prob 0.0010740194 
Loss 12.2916, Prob 0.0026956927 
Loss 7.7650, Prob 0.0018766071 
Loss 11.4380, Prob 0.0020691291 
Loss 16.1887, Prob 0.0018135731 
Loss nan, Prob 5.4517506e-05 
Loss nan, Prob 8.487774e-05 
Loss 7.3657, Prob 0.001054848 
Loss 10.3495, Prob 0.0010587437 
Loss nan, Prob 0.0004953429 
Loss 11.6984, Prob 0.0029108927 
Loss 13.7652, Prob 0.0020273414 
Loss 10.8771, Prob 0.0017732221 
Loss 11.4214, Prob 0.001453113 
Loss 12.3402, Prob 0.0019421043 
Loss 11.3515, Prob 0.0011454435 
Loss nan, Prob 0.0011013986 
Loss 13.5895, Prob 0.0009826499 
Loss 14.3377, Prob 0.0021384414 
Loss 9.3065, Prob 0.001104343 
Loss 14.5301, Prob 0.0010911479 
Loss nan, Prob 0.00023981111 
Loss 14.5259, Prob 0.0012076618 
Loss 13.0835, Prob 0.001913399 
Loss 11.7905, Prob 0.0020121103 
Loss 13.9007, Prob 0.0012122937 
Loss 8.1670, Prob 0.002657893 
Loss 15.0552, Prob 0.002022475 
Loss 12.9063, Prob 0.0011746609 
Loss nan, Prob 0.0010871127 
Loss 13.0403, Prob 0.0025244942 
Loss 16.0476, Prob 0.00078107713 
Loss 11.0010, Prob 0.000937291 
Loss 17.7021, Prob 0.0016107251 
Loss 10.6582, Prob 0.0018753874 
Loss nan, Prob 0.0010632896 
Loss nan, Prob 0.00035317114 
Loss 14.3008, Prob 0.0020515309 
Loss 15.0843, Prob 0.00170372 
Loss 13.9902, Prob 0.002790472 
Loss nan, Prob 0.00028787495 
Loss 13.6890, Prob 0.0013470212 
Loss 15.7041, Prob 0.0009838241 
Loss 11.4299, Prob 0.0011340934 
Loss 10.9596, Prob 0.0010212702 
Loss 17.7667, Prob 0.0009654254 
Loss 13.0074, Prob 0.002133625 
Loss 11.8830, Prob 0.0017341494 
Loss nan, Prob 0.00026381537 
Loss 8.3961, Prob 0.0018148511 
Loss 13.8823, Prob 0.0012305084 
Loss 8.7137, Prob 0.0012558145 
Loss 7.5228, Prob 0.0019558314 
Loss nan, Prob 0.0007410657 
Loss 14.6141, Prob 0.0009993396 
Loss 12.6627, Prob 0.0019028005 
Loss 9.4265, Prob 0.0010779096 
Loss 9.6007, Prob 0.0007630119 
Loss 14.4839, Prob 0.0012255659 
Loss 17.6389, Prob 0.001716878 
Loss 9.7963, Prob 0.0018174684 
Loss 10.5602, Prob 0.0016229548 
Loss nan, Prob 0.001025554 
Loss 15.8354, Prob 0.0018346106 
Loss 10.0757, Prob 0.0010341869 
Loss 15.2519, Prob 0.0011577753 
Loss 14.8600, Prob 0.0021640575 
Loss nan, Prob 0.00019991823 
Loss nan, Prob 5.3653355e-05 
Loss nan, Prob 0.0011014022 
Loss nan, Prob 0.00018881274 
Loss 16.8644, Prob 0.0017815859 
Loss 12.4163, Prob 0.001152977 
Loss nan, Prob 0.000233045 
Loss 13.7958, Prob 0.0010507306 
Loss 10.0358, Prob 0.0019505175 
Loss 9.0323, Prob 0.0012472179 
Loss 10.0155, Prob 0.0009572393 
Loss 15.4060, Prob 0.0016654138 
Loss 18.2833, Prob 0.0027642625 
Loss 11.7627, Prob 0.0016089361 
Loss 6.1262, Prob 0.0030453992 
Loss 15.9932, Prob 0.0018092638 
Loss 11.2072, Prob 0.0020002865 
Loss 8.9250, Prob 0.0010885665 
Loss 14.5004, Prob 0.002729835 
Loss 14.4545, Prob 0.0018315892 
Loss 16.2916, Prob 0.0018878356 
Loss 18.1065, Prob 0.0017204441 
Loss 14.3759, Prob 0.0009782641 
Loss 14.6734, Prob 0.0005359559 
Loss nan, Prob 0.0007611824 
Loss nan, Prob 0.00030895395 
Loss 9.3115, Prob 0.0011140066 
Loss 9.9694, Prob 0.0010710746 
Loss 12.0753, Prob 0.0021203104 
Loss 7.4130, Prob 0.0025021099 
Loss 11.8662, Prob 0.0012654094 
Loss 15.5201, Prob 0.001098416 
Loss 11.3832, Prob 0.002098798 
Loss 12.6727, Prob 0.0018955569 
Loss 16.8026, Prob 0.0019214118 
Loss 10.7050, Prob 0.0009819329 
Loss 10.4276, Prob 0.0022385 
Loss 12.7604, Prob 0.0011365853 
Loss nan, Prob 0.000364284 
Loss 11.6429, Prob 0.0008812829 
Loss nan, Prob 0.0003117329 
Loss 11.9961, Prob 0.001990442 
Loss 13.0669, Prob 0.0011388737 
Loss 11.8155, Prob 0.0031786396 
Loss 14.2452, Prob 0.0018105477 
Loss nan, Prob 0.00018260058 
Loss 14.6444, Prob 0.0012173731 
Loss nan, Prob 0.0010364703 
Loss 12.2529, Prob 0.0020066833 
Loss nan, Prob 0.0010541936 
Loss nan, Prob 0.0002295491 
Loss 9.9457, Prob 0.0010014364 
Loss nan, Prob 0.00082275434 
Loss 11.5660, Prob 0.0012374336 
Loss nan, Prob 0.0010310543 
Loss nan, Prob 0.001039726 
Loss nan, Prob 0.00086337596 
Loss 14.7193, Prob 0.0018083027 
Loss 4.7063, Prob 0.0009250433 
Loss 18.2874, Prob 0.0014173347 
Loss 15.9950, Prob 0.0012909207 
Loss 14.7582, Prob 0.0018142479 
Loss 17.3179, Prob 0.0019088928 
Loss nan, Prob 0.0008624019 
Loss 11.1000, Prob 0.0010960683 
Loss nan, Prob 0.00054489914 
Loss 11.8348, Prob 0.0020568606 
Loss 7.2331, Prob 0.0011431348 
Loss 13.7498, Prob 0.0018578288 
Loss 11.6270, Prob 0.0012457821 
Loss 14.2381, Prob 0.0016108803 
Loss nan, Prob 0.0010795551 
Loss nan, Prob 0.0011175531 
Loss 15.1816, Prob 0.0011635828 
Loss 10.5766, Prob 0.0024959727 
Loss 8.2426, Prob 0.002177785 
Loss nan, Prob 0.00016779856 
Loss 13.7612, Prob 0.0010078816 
Loss 6.9708, Prob 0.0011855422 
Loss 8.9252, Prob 0.001725391 
Loss 13.7978, Prob 0.0011841613 
Loss 9.5272, Prob 0.00096650363 
Loss 13.5965, Prob 0.0011485161 
Loss 11.3084, Prob 0.0015842081 
Loss nan, Prob 0.00021253465 
Loss 13.7506, Prob 0.0014300635 
Loss 10.2832, Prob 0.0015236569 
Loss 13.3698, Prob 0.0012086028 
Loss 17.0734, Prob 0.0013612064 
Loss 14.9350, Prob 0.0009972174 
Loss 13.9960, Prob 0.0013733956 
Loss 9.5765, Prob 0.001898512 
Loss 8.0952, Prob 0.001201718 
Loss nan, Prob 0.00023089381 
Loss 12.0832, Prob 0.001715511 
Loss 11.3784, Prob 0.0020800647 
Loss nan, Prob 0.00029026263 
Loss 13.9613, Prob 0.0018650292 
Loss nan, Prob 0.00022926864 
Loss 15.7424, Prob 0.0010056377 
Loss nan, Prob 0.0010649732 
Loss 10.9259, Prob 0.0018597156 
Loss nan, Prob 0.0010331192 
Loss nan, Prob 0.00034812916 
Loss nan, Prob 0.00046633597 
Loss nan, Prob 0.001048041 
Loss 13.6885, Prob 0.0010278546 
